source,target,relationship
"Baxter, Mr. Quigg Edmond","Baxter, Mrs. James (Helene DeLaudeniere Chaput)",shared_ticket_and_cabin
"Baxter, Mr. Quigg Edmond","Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",shared_ticket_and_cabin
"Baxter, Mrs. James (Helene DeLaudeniere Chaput)","Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",shared_ticket_and_cabin
"Lurette, Miss. Elise","Spencer, Mr. William Augustus",shared_ticket
"Lurette, Miss. Elise","Spencer, Mrs. William Augustus (Marie Eugenie)",shared_ticket
"Spencer, Mr. William Augustus","Spencer, Mrs. William Augustus (Marie Eugenie)",shared_ticket_and_cabin
"Harper, Mr. Henry Sleeper","Harper, Mrs. Henry Sleeper (Myna Haxtun)",shared_ticket_and_cabin
"Harper, Mr. Henry Sleeper","Hassab, Mr. Hammad",shared_ticket
"Harper, Mrs. Henry Sleeper (Myna Haxtun)","Hassab, Mr. Hammad",shared_ticket
"Graham, Mr. George Edward","Graham, Mrs. William Thompson (Edith Junkins)",shared_ticket
"Graham, Mr. George Edward","Shutes, Miss. Elizabeth W",shared_ticket
"Graham, Mrs. William Thompson (Edith Junkins)","Shutes, Miss. Elizabeth W",shared_ticket_and_cabin
"Rosenshine, Mr. George (""Mr George Thorne"")","Thorne, Mrs. Gertrude Maybelle",shared_ticket
"Lines, Miss. Mary Conover","Lines, Mrs. Ernest H (Elizabeth Lindsey James)",shared_ticket_and_cabin
"Giglio, Mr. Victor","Guggenheim, Mr. Benjamin",shared_ticket
"Williams, Mr. Charles Duane","Williams, Mr. Richard Norris II",shared_ticket
"Cumings, Mr. John Bradley","Cumings, Mrs. John Bradley (Florence Briggs Thayer)",shared_ticket_and_cabin
"Rothschild, Mr. Martin","Rothschild, Mrs. Martin (Elizabeth L. Barrett)",shared_ticket
"Meyer, Mr. Edgar Joseph","Meyer, Mrs. Edgar Joseph (Leila Saks)",shared_ticket
"Bowen, Miss. Grace Scott","Chaudanson, Miss. Victorine",shared_ticket
"Bowen, Miss. Grace Scott","Ryerson, Master. John Borie",shared_ticket
"Bowen, Miss. Grace Scott","Ryerson, Miss. Emily Borie",shared_ticket
"Bowen, Miss. Grace Scott","Ryerson, Miss. Susan Parker ""Suzette""",shared_ticket
"Bowen, Miss. Grace Scott","Ryerson, Mr. Arthur Larned",shared_ticket
"Bowen, Miss. Grace Scott","Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",shared_ticket
"Chaudanson, Miss. Victorine","Ryerson, Master. John Borie",shared_ticket
"Chaudanson, Miss. Victorine","Ryerson, Miss. Emily Borie",shared_ticket
"Chaudanson, Miss. Victorine","Ryerson, Miss. Susan Parker ""Suzette""",shared_ticket
"Chaudanson, Miss. Victorine","Ryerson, Mr. Arthur Larned",shared_ticket
"Chaudanson, Miss. Victorine","Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",shared_ticket
"Ryerson, Master. John Borie","Ryerson, Miss. Emily Borie",shared_ticket_and_cabin
"Ryerson, Master. John Borie","Ryerson, Miss. Susan Parker ""Suzette""",shared_ticket_and_cabin
"Ryerson, Master. John Borie","Ryerson, Mr. Arthur Larned",shared_ticket_and_cabin
"Ryerson, Master. John Borie","Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",shared_ticket_and_cabin
"Ryerson, Miss. Emily Borie","Ryerson, Miss. Susan Parker ""Suzette""",shared_ticket_and_cabin
"Ryerson, Miss. Emily Borie","Ryerson, Mr. Arthur Larned",shared_ticket_and_cabin
"Ryerson, Miss. Emily Borie","Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",shared_ticket_and_cabin
"Ryerson, Miss. Susan Parker ""Suzette""","Ryerson, Mr. Arthur Larned",shared_ticket_and_cabin
"Ryerson, Miss. Susan Parker ""Suzette""","Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",shared_ticket_and_cabin
"Ryerson, Mr. Arthur Larned","Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",shared_ticket_and_cabin
"Frauenthal, Dr. Henry William","Frauenthal, Mrs. Henry William (Clara Heinsheimer)",shared_ticket
"Cardeza, Mr. Thomas Drake Martinez","Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",shared_ticket_and_cabin
"Cardeza, Mr. Thomas Drake Martinez","Lesurer, Mr. Gustave J",shared_ticket
"Cardeza, Mr. Thomas Drake Martinez","Ward, Miss. Anna",shared_ticket
"Cardeza, Mr. Thomas Drake Martinez","Carlsson, Mr. Frans Olof",shared_ticket_and_cabin
"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)","Lesurer, Mr. Gustave J",shared_ticket
"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)","Ward, Miss. Anna",shared_ticket
"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)","Carlsson, Mr. Frans Olof",shared_ticket_and_cabin
"Lesurer, Mr. Gustave J","Ward, Miss. Anna",shared_ticket
"Compton, Miss. Sara Rebecca","Compton, Mr. Alexander Taylor Jr",shared_ticket
"Compton, Miss. Sara Rebecca","Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",shared_ticket
"Compton, Mr. Alexander Taylor Jr","Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",shared_ticket
"Astor, Col. John Jacob","Astor, Mrs. John Jacob (Madeleine Talmadge Force)",shared_ticket_and_cabin
"Astor, Col. John Jacob","Bidois, Miss. Rosalie",shared_ticket
"Astor, Col. John Jacob","Endres, Miss. Caroline Louise",shared_ticket
"Astor, Col. John Jacob","Robbins, Mr. Victor",shared_ticket
"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","Bidois, Miss. Rosalie",shared_ticket
"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","Endres, Miss. Caroline Louise",shared_ticket
"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","Robbins, Mr. Victor",shared_ticket
"Bidois, Miss. Rosalie","Endres, Miss. Caroline Louise",shared_ticket
"Bidois, Miss. Rosalie","Robbins, Mr. Victor",shared_ticket
"Endres, Miss. Caroline Louise","Robbins, Mr. Victor",shared_ticket
"Oliva y Ocana, Dona. Fermina","Penasco y Castellana, Mr. Victor de Satode",shared_ticket
"Oliva y Ocana, Dona. Fermina","Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",shared_ticket
"Penasco y Castellana, Mr. Victor de Satode","Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",shared_ticket_and_cabin
"Greenfield, Mr. William Bertram","Greenfield, Mrs. Leo David (Blanche Strouse)",shared_ticket_and_cabin
"Bissette, Miss. Amelia","Ringhini, Mr. Sante",shared_ticket
"Bissette, Miss. Amelia","White, Mrs. John Stuart (Ella Holmes)",shared_ticket
"Bissette, Miss. Amelia","Young, Miss. Marie Grice",shared_ticket
"Ringhini, Mr. Sante","White, Mrs. John Stuart (Ella Holmes)",shared_ticket
"Ringhini, Mr. Sante","Young, Miss. Marie Grice",shared_ticket
"White, Mrs. John Stuart (Ella Holmes)","Young, Miss. Marie Grice",shared_ticket_and_cabin
"Douglas, Mr. Walter Donald","Douglas, Mrs. Walter Donald (Mahala Dutton)",shared_ticket_and_cabin
"Douglas, Mr. Walter Donald","LeRoy, Miss. Bertha",shared_ticket
"Douglas, Mrs. Walter Donald (Mahala Dutton)","LeRoy, Miss. Bertha",shared_ticket
"Sandstrom, Miss. Beatrice Irene","Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",shared_ticket_and_cabin
"Sandstrom, Miss. Beatrice Irene","Sandstrom, Miss. Marguerite Rut",shared_ticket_and_cabin
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","Sandstrom, Miss. Marguerite Rut",shared_ticket_and_cabin
"Mallet, Master. Andre","Mallet, Mr. Albert",shared_ticket
"Mallet, Master. Andre","Mallet, Mrs. Albert (Antoinette Magnin)",shared_ticket
"Mallet, Mr. Albert","Mallet, Mrs. Albert (Antoinette Magnin)",shared_ticket
"Phillips, Miss. Alice Frances Louisa","Phillips, Mr. Escott Robert",shared_ticket
"Mack, Mrs. (Mary)","Mudd, Mr. Thomas Charles",shared_ticket
"Davies, Mr. Charles Henry","Deacon, Mr. Percy William",shared_ticket
"Davies, Mr. Charles Henry","Dibden, Mr. William",shared_ticket
"Davies, Mr. Charles Henry","Hickman, Mr. Leonard Mark",shared_ticket
"Davies, Mr. Charles Henry","Hickman, Mr. Lewis",shared_ticket
"Davies, Mr. Charles Henry","Hickman, Mr. Stanley George",shared_ticket
"Davies, Mr. Charles Henry","Hood, Mr. Ambrose Jr",shared_ticket
"Deacon, Mr. Percy William","Dibden, Mr. William",shared_ticket
"Deacon, Mr. Percy William","Hickman, Mr. Leonard Mark",shared_ticket
"Deacon, Mr. Percy William","Hickman, Mr. Lewis",shared_ticket
"Deacon, Mr. Percy William","Hickman, Mr. Stanley George",shared_ticket
"Deacon, Mr. Percy William","Hood, Mr. Ambrose Jr",shared_ticket
"Dibden, Mr. William","Hickman, Mr. Leonard Mark",shared_ticket
"Dibden, Mr. William","Hickman, Mr. Lewis",shared_ticket
"Dibden, Mr. William","Hickman, Mr. Stanley George",shared_ticket
"Dibden, Mr. William","Hood, Mr. Ambrose Jr",shared_ticket
"Hickman, Mr. Leonard Mark","Hickman, Mr. Lewis",shared_ticket
"Hickman, Mr. Leonard Mark","Hickman, Mr. Stanley George",shared_ticket
"Hickman, Mr. Leonard Mark","Hood, Mr. Ambrose Jr",shared_ticket
"Hickman, Mr. Lewis","Hickman, Mr. Stanley George",shared_ticket
"Hickman, Mr. Lewis","Hood, Mr. Ambrose Jr",shared_ticket
"Hickman, Mr. Stanley George","Hood, Mr. Ambrose Jr",shared_ticket
"Chapman, Mr. John Henry","Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",shared_ticket
"Louch, Mr. Charles Alexander","Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",shared_ticket
"del Carlo, Mr. Sebastiano","del Carlo, Mrs. Sebastiano (Argenia Genovesi)",shared_ticket
"Laroche, Miss. Louise","Laroche, Miss. Simonne Marie Anne Andree",shared_ticket
"Laroche, Miss. Louise","Laroche, Mr. Joseph Philippe Lemercier",shared_ticket
"Laroche, Miss. Louise","Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",shared_ticket
"Laroche, Miss. Simonne Marie Anne Andree","Laroche, Mr. Joseph Philippe Lemercier",shared_ticket
"Laroche, Miss. Simonne Marie Anne Andree","Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",shared_ticket
"Laroche, Mr. Joseph Philippe Lemercier","Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",shared_ticket
"Peacock, Master. Alfred Edward","Peacock, Miss. Treasteall",shared_ticket
"Peacock, Master. Alfred Edward","Peacock, Mrs. Benjamin (Edith Nile)",shared_ticket
"Peacock, Miss. Treasteall","Peacock, Mrs. Benjamin (Edith Nile)",shared_ticket
"Hakkarainen, Mr. Pekka Pietari","Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",shared_ticket
"Johnston, Master. William Arthur ""Willie""","Johnston, Miss. Catherine Helen ""Carrie""",shared_ticket
"Johnston, Master. William Arthur ""Willie""","Johnston, Mr. Andrew G",shared_ticket
"Johnston, Master. William Arthur ""Willie""","Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",shared_ticket
"Johnston, Miss. Catherine Helen ""Carrie""","Johnston, Mr. Andrew G",shared_ticket
"Johnston, Miss. Catherine Helen ""Carrie""","Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",shared_ticket
"Johnston, Mr. Andrew G","Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",shared_ticket
"Ford, Miss. Doolina Margaret ""Daisy""","Ford, Miss. Robina Maggie ""Ruby""",shared_ticket
"Ford, Miss. Doolina Margaret ""Daisy""","Ford, Mr. Edward Watson",shared_ticket
"Ford, Miss. Doolina Margaret ""Daisy""","Ford, Mr. William Neal",shared_ticket
"Ford, Miss. Doolina Margaret ""Daisy""","Ford, Mrs. Edward (Margaret Ann Watson)",shared_ticket
"Ford, Miss. Robina Maggie ""Ruby""","Ford, Mr. Edward Watson",shared_ticket
"Ford, Miss. Robina Maggie ""Ruby""","Ford, Mr. William Neal",shared_ticket
"Ford, Miss. Robina Maggie ""Ruby""","Ford, Mrs. Edward (Margaret Ann Watson)",shared_ticket
"Ford, Mr. Edward Watson","Ford, Mr. William Neal",shared_ticket
"Ford, Mr. Edward Watson","Ford, Mrs. Edward (Margaret Ann Watson)",shared_ticket
"Ford, Mr. William Neal","Ford, Mrs. Edward (Margaret Ann Watson)",shared_ticket
"Chaffee, Mr. Herbert Fuller","Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",shared_ticket_and_cabin
"Crosby, Capt. Edward Gifford","Crosby, Miss. Harriet R",shared_ticket_and_cabin
"Bjornstrom-Steffansson, Mr. Mauritz Hakan","Woolner, Mr. Hugh",shared_cabin
"Calderhead, Mr. Edward Pennington","Silverthorne, Mr. Spencer Victor",shared_cabin
"Flynn, Mr. John Irwin (""Irving"")","McGough, Mr. James Robert",shared_cabin
"Mardirosian, Mr. Sarkis","Swane, Mr. George",shared_cabin
"Mardirosian, Mr. Sarkis","Abelseth, Mr. Olaus Jorgensen",shared_cabin
"Mardirosian, Mr. Sarkis","Humblen, Mr. Adolf Mathias Nicolai Olsen",shared_cabin
"Mardirosian, Mr. Sarkis","Krekorian, Mr. Neshan",shared_cabin
"Mardirosian, Mr. Sarkis","Moen, Mr. Sigurd Hansen",shared_cabin
"Mardirosian, Mr. Sarkis","Soholt, Mr. Peter Andreas Lauritz Andersen",shared_cabin
"Klaber, Mr. Herman","Partner, Mr. Austen",shared_cabin
"Leader, Dr. Alice (Farnham)","Swift, Mrs. Frederick Joel (Margaret Welles Barron)",shared_cabin
"Maguire, Mr. John Edward","Saalfeld, Mr. Adolphe",shared_cabin
"Ball, Mrs. (Ada E Hall)","Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",shared_cabin
"Ball, Mrs. (Ada E Hall)","Levy, Mr. Rene Jacques",shared_cabin
"Ball, Mrs. (Ada E Hall)","Malachard, Mr. Noel",shared_cabin
"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)","Levy, Mr. Rene Jacques",shared_cabin
"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)","Malachard, Mr. Noel",shared_cabin
"Levy, Mr. Rene Jacques","Malachard, Mr. Noel",shared_cabin
"Brown, Miss. Amelia ""Mildred""","Cook, Mrs. (Selena Rogers)",shared_cabin
"Brown, Miss. Amelia ""Mildred""","Lemore, Mrs. (Amelia Milley)",shared_cabin
"Brown, Miss. Amelia ""Mildred""","Nye, Mrs. (Elizabeth Ramell)",shared_cabin
"Cook, Mrs. (Selena Rogers)","Lemore, Mrs. (Amelia Milley)",shared_cabin
"Cook, Mrs. (Selena Rogers)","Nye, Mrs. (Elizabeth Ramell)",shared_cabin
"Lemore, Mrs. (Amelia Milley)","Nye, Mrs. (Elizabeth Ramell)",shared_cabin
"Keane, Miss. Nora A","Troutt, Miss. Edwina Celia ""Winnie""",shared_cabin
"Keane, Miss. Nora A","Webber, Miss. Susan",shared_cabin
"Troutt, Miss. Edwina Celia ""Winnie""","Webber, Miss. Susan",shared_cabin
"Swane, Mr. George","Abelseth, Mr. Olaus Jorgensen",shared_cabin
"Swane, Mr. George","Humblen, Mr. Adolf Mathias Nicolai Olsen",shared_cabin
"Swane, Mr. George","Krekorian, Mr. Neshan",shared_cabin
"Swane, Mr. George","Moen, Mr. Sigurd Hansen",shared_cabin
"Swane, Mr. George","Soholt, Mr. Peter Andreas Lauritz Andersen",shared_cabin
"Abelseth, Mr. Olaus Jorgensen","Humblen, Mr. Adolf Mathias Nicolai Olsen",shared_ticket_and_cabin
"Abelseth, Mr. Olaus Jorgensen","Krekorian, Mr. Neshan",shared_cabin
"Abelseth, Mr. Olaus Jorgensen","Moen, Mr. Sigurd Hansen",shared_cabin
"Abelseth, Mr. Olaus Jorgensen","Soholt, Mr. Peter Andreas Lauritz Andersen",shared_cabin
"Humblen, Mr. Adolf Mathias Nicolai Olsen","Krekorian, Mr. Neshan",shared_cabin
"Humblen, Mr. Adolf Mathias Nicolai Olsen","Moen, Mr. Sigurd Hansen",shared_cabin
"Humblen, Mr. Adolf Mathias Nicolai Olsen","Soholt, Mr. Peter Andreas Lauritz Andersen",shared_cabin
"Krekorian, Mr. Neshan","Moen, Mr. Sigurd Hansen",shared_cabin
"Krekorian, Mr. Neshan","Soholt, Mr. Peter Andreas Lauritz Andersen",shared_cabin
"Moen, Mr. Sigurd Hansen","Soholt, Mr. Peter Andreas Lauritz Andersen",shared_ticket_and_cabin
